Approved Symbol	Previous Symbols	Synonyms	RefSeq IDs	Gene family description	Ensembl ID (mapped data supplied by Ensembl)
RNU6-62				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252335
RNU6-63				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252499
RNU6-64				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252928
RNU6-65				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252141
RNU6-66				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000200267
RNU6-67				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000222791
RNU6-68				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252385
RNU6-69				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252055
RNU6-70				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000252247
RNU6-71				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000207203
RNU6-72				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000207012
RNU6-73				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000207330
RNU6-74				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000206962
RNU6-75				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000251753
RNU6-76				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000206787
RNU6-77				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000222486
RNU6-78				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000199767
RNU6-79				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000199381
RNU6-80				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000206922
RNU6-81				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000202478
RNU6-82				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000200840
RNU6-83				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000207298
RNU6ATAC		RNU6ATAC1	NR_023344	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000221676
RNU6ATAC2P			NG_007720	"ncRNAs / RNA pseudogenes"	ENSG00000210678
RNU6ATAC3P			NG_007721	"ncRNAs / RNA pseudogenes"	ENSG00000210709
RNU6ATAC4P			NG_007722	"ncRNAs / RNA pseudogenes"	ENSG00000210181
RNU6ATAC5P			NG_007723	"ncRNAs / RNA pseudogenes"	ENSG00000210839
RNU6V		87U6, LH87		"ncRNAs / RNA pseudogenes"	ENSG00000206832
RNU7-1	RNU7	U7.1	NR_023317	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000238923
RNU7-2P		U7.2	NG_007583	"ncRNAs / RNA pseudogenes"	ENSG00000251905
RNU7-3P		U7.3	NG_007584	"ncRNAs / RNA pseudogenes"	ENSG00000252244
RNU7-4P		U7.4	NG_007585	"ncRNAs / RNA pseudogenes"	
RNU7-5P		U7.5	NG_007586	"ncRNAs / RNA pseudogenes"	ENSG00000252285
RNU7-6P		U7.6	NG_007587	"ncRNAs / RNA pseudogenes"	ENSG00000252654
RNU7-7P		U7.7	NG_007594	"ncRNAs / RNA pseudogenes"	ENSG00000238606
RNU7-8P		U7.8	NG_007595	"ncRNAs / RNA pseudogenes"	
RNU7-9P		U7.9	NG_007596	"ncRNAs / RNA pseudogenes"	ENSG00000238782
RNU7-10P		U7.10	NG_007597	"ncRNAs / RNA pseudogenes"	ENSG00000239088
RNU7-11P		U7.11	NG_007598	"ncRNAs / RNA pseudogenes"	ENSG00000252796
RNU7-12P		U7.12	NG_007599	"ncRNAs / RNA pseudogenes"	
RNU7-13P		U7.13	NG_007600	"ncRNAs / RNA pseudogenes"	ENSG00000252222
RNU7-14P		U7.14	NG_007601	"ncRNAs / RNA pseudogenes"	ENSG00000238468
RNU7-15P		U7.15	NG_007602	"ncRNAs / RNA pseudogenes"	ENSG00000252152
RNU7-16P		U7.16	NG_007603	"ncRNAs / RNA pseudogenes"	ENSG00000252280
RNU7-17P		U7.17	NG_007604	"ncRNAs / RNA pseudogenes"	
RNU7-18P		U7.18	NG_007605	"ncRNAs / RNA pseudogenes"	
RNU7-19P		U7.19	NG_007606	"ncRNAs / RNA pseudogenes"	ENSG00000238959
RNU7-20P		U7.20	NG_007607	"ncRNAs / RNA pseudogenes"	ENSG00000251712
RNU7-21P		U7.21	NG_007608	"ncRNAs / RNA pseudogenes"	ENSG00000238558
RNU7-22P		U7.22	NG_007609	"ncRNAs / RNA pseudogenes"	
RNU7-23P		U7.23	NG_007610	"ncRNAs / RNA pseudogenes"	ENSG00000239099
RNU7-24P	RNU7P3	U7.24, HSU7.25, U7	NG_007611	"ncRNAs / RNA pseudogenes"	ENSG00000239081
RNU7-25P		U7.25	NG_007619	"ncRNAs / RNA pseudogenes"	ENSG00000252353
RNU7-26P		U7.26	NG_007620	"ncRNAs / RNA pseudogenes"	ENSG00000238610
RNU7-27P		U7.27	NG_007621	"ncRNAs / RNA pseudogenes"	ENSG00000238750
RNU7-28P		U7.28	NG_007622	"ncRNAs / RNA pseudogenes"	ENSG00000252568
RNU7-29P		U7.29	NG_007623	"ncRNAs / RNA pseudogenes"	ENSG00000252429
RNU7-30P		U7.30	NG_007624	"ncRNAs / RNA pseudogenes"	ENSG00000252644
RNU7-31P		U7.31	NG_007625	"ncRNAs / RNA pseudogenes"	ENSG00000253071
RNU7-32P		U7.32	NG_007626	"ncRNAs / RNA pseudogenes"	ENSG00000252090
RNU7-33P		U7.33	NG_007627	"ncRNAs / RNA pseudogenes"	ENSG00000251743
RNU7-34P		U7.34	NG_007628	"ncRNAs / RNA pseudogenes"	ENSG00000238904
RNU7-35P		U7.35	NG_007629	"ncRNAs / RNA pseudogenes"	ENSG00000252983
RNU7-36P		U7.36	NG_007630	"ncRNAs / RNA pseudogenes"	
RNU7-37P		U7.37	NG_007631	"ncRNAs / RNA pseudogenes"	ENSG00000251707
RNU7-38P		U7.38	NG_007632	"ncRNAs / RNA pseudogenes"	ENSG00000238446
RNU7-39P		U7.39	NG_007633	"ncRNAs / RNA pseudogenes"	
RNU7-40P		U7.40	NG_007634	"ncRNAs / RNA pseudogenes"	ENSG00000252206
RNU7-41P		U7.41	NG_007635	"ncRNAs / RNA pseudogenes"	ENSG00000251726
RNU7-42P		U7.42	NG_007636	"ncRNAs / RNA pseudogenes"	ENSG00000251853
RNU7-43P		U7.43	NG_007637	"ncRNAs / RNA pseudogenes"	
RNU7-44P		U7.44	NG_007638	"ncRNAs / RNA pseudogenes"	
RNU7-45P		U7.45	NG_007639	"ncRNAs / RNA pseudogenes"	ENSG00000238829
RNU7-46P		U7.46	NG_007640	"ncRNAs / RNA pseudogenes"	ENSG00000238830
RNU7-47P		U7.47	NG_007641	"ncRNAs / RNA pseudogenes"	ENSG00000251787
RNU7-48P		U7.48	NG_007642	"ncRNAs / RNA pseudogenes"	ENSG00000238386
RNU7-49P		U7.49	NG_007643	"ncRNAs / RNA pseudogenes"	ENSG00000251991
RNU7-50P		U7.50	NG_007644	"ncRNAs / RNA pseudogenes"	ENSG00000238304
RNU7-51P		U7.51	NG_007669	"ncRNAs / RNA pseudogenes"	ENSG00000252369
RNU7-52P		U7.52	NG_007670	"ncRNAs / RNA pseudogenes"	ENSG00000251981
RNU7-53P		U7.53	NG_007671	"ncRNAs / RNA pseudogenes"	ENSG00000252514
RNU7-54P		U7.54	NG_007672	"ncRNAs / RNA pseudogenes"	ENSG00000238590
RNU7-55P	RNU7P4	HSU7.36, U7, U7.55	NG_001191	"ncRNAs / RNA pseudogenes"	ENSG00000239078
RNU7-56P		U7.56	NG_007673	"ncRNAs / RNA pseudogenes"	ENSG00000238709
RNU7-57P		U7.57	NG_007674	"ncRNAs / RNA pseudogenes"	ENSG00000238365
RNU7-58P		U7.58	NG_007675	"ncRNAs / RNA pseudogenes"	ENSG00000252893
RNU7-59P		U7.59	NG_007676	"ncRNAs / RNA pseudogenes"	ENSG00000238880
RNU7-60P		U7.60	NG_007677	"ncRNAs / RNA pseudogenes"	ENSG00000251747
RNU7-61P		U7.61	NG_007678	"ncRNAs / RNA pseudogenes"	ENSG00000251706
RNU7-62P		U7.62	NG_007679	"ncRNAs / RNA pseudogenes"	ENSG00000238653
RNU7-63P		U7.63	NG_007680	"ncRNAs / RNA pseudogenes"	ENSG00000238417
RNU7-64P		U7.64	NG_007681	"ncRNAs / RNA pseudogenes"	ENSG00000252293
RNU7-65P		U7.65	NG_007682	"ncRNAs / RNA pseudogenes"	ENSG00000252457
RNU7-66P		U7.66	NG_007683	"ncRNAs / RNA pseudogenes"	ENSG00000238949
RNU7-67P		U7.67	NG_007684	"ncRNAs / RNA pseudogenes"	ENSG00000239115
RNU7-68P	RNU7P1	HSU7.732A, U7, U7.68	NG_001188	"ncRNAs / RNA pseudogenes"	
RNU7-69P		U7.69	NG_007685	"ncRNAs / RNA pseudogenes"	ENSG00000252178
RNU7-70P		U7.70	NG_007686	"ncRNAs / RNA pseudogenes"	ENSG00000252750
RNU7-71P		U7.71	NG_007687	"ncRNAs / RNA pseudogenes"	ENSG00000251868
RNU7-72P		U7.72	NG_007688	"ncRNAs / RNA pseudogenes"	ENSG00000252123
RNU7-73P		U7.73	NG_007689	"ncRNAs / RNA pseudogenes"	ENSG00000239105
RNU7-74P		U7.74	NG_007690	"ncRNAs / RNA pseudogenes"	ENSG00000239010
RNU7-75P		U7.75	NG_007691	"ncRNAs / RNA pseudogenes"	ENSG00000251880
RNU7-76P		U7.76	NG_007692	"ncRNAs / RNA pseudogenes"	ENSG00000239004
RNU7-77P		U7.77	NG_007693	"ncRNAs / RNA pseudogenes"	ENSG00000253054
RNU7-78P		U7.78	NG_007694	"ncRNAs / RNA pseudogenes"	
RNU7-79P		U7.79	NG_007695	"ncRNAs / RNA pseudogenes"	ENSG00000251891
RNU7-80P		U7.80	NG_007696	"ncRNAs / RNA pseudogenes"	ENSG00000238778
RNU7-81P		U7.81	NG_007697	"ncRNAs / RNA pseudogenes"	ENSG00000252507
RNU7-82P		U7.82	NG_007698	"ncRNAs / RNA pseudogenes"	
RNU7-83P		U7.83	NG_007699	"ncRNAs / RNA pseudogenes"	
RNU7-84P		U7.84	NG_007700	"ncRNAs / RNA pseudogenes"	ENSG00000251892
RNU7-85P		U7.85	NG_007701	"ncRNAs / RNA pseudogenes"	ENSG00000238884
RNU7-86P	RNU7P2	HSU7.7/32B, U7	NG_001189	"ncRNAs / RNA pseudogenes"	
RNU7-87P				"ncRNAs / RNA pseudogenes"	ENSG00000238500
RNU7-88P				"ncRNAs / RNA pseudogenes"	ENSG00000239003
RNU7-89P				"ncRNAs / RNA pseudogenes"	ENSG00000252588
RNU7P3~withdrawn				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	
RNU11		U11	NR_004407	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000209804
RNU12	RNU12P	RNU12-1	NR_029422	"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	ENSG00000199382
RNU12-2P	RNU12, RNU12P	U12	NG_013273	"ncRNAs / RNA pseudogenes"	ENSG00000201659
RNU17C~withdrawn				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	
RNU40~withdrawn					
RNU86~withdrawn				"ncRNAs / Small nuclear and cytoplasmic RNAs: Nuclear"	
RNU105A		E1c	NR_004404		
RNU105B		E1-2	NR_004386		ENSG00000201348
RNU105C		E1-5, E1-6, U105C	NR_004385		ENSG00000199212
RNY1		hY1	NR_004391	"ncRNAs / Small misc ncRNAs"	ENSG00000201098
RNY1P1				"ncRNAs / RNA pseudogenes"	ENSG00000201242
RNY1P2				"ncRNAs / RNA pseudogenes"	ENSG00000201690
RNY1P3				"ncRNAs / RNA pseudogenes"	ENSG00000223158
RNY1P4				"ncRNAs / RNA pseudogenes"	ENSG00000207325
RNY1P5				"ncRNAs / RNA pseudogenes"	ENSG00000206617
RNY1P6				"ncRNAs / RNA pseudogenes"	ENSG00000206920
RNY1P7				"ncRNAs / RNA pseudogenes"	ENSG00000207474
RNY1P8				"ncRNAs / RNA pseudogenes"	ENSG00000206697
RNY3		hY3	NR_004392	"ncRNAs / Small misc ncRNAs"	ENSG00000202354
RNY3P1				"ncRNAs / RNA pseudogenes"	ENSG00000201955
RNY3P2				"ncRNAs / RNA pseudogenes"	ENSG00000199788
RNY3P3				"ncRNAs / RNA pseudogenes"	ENSG00000200686
RNY3P4				"ncRNAs / RNA pseudogenes"	ENSG00000207157
RNY3P5				"ncRNAs / RNA pseudogenes"	ENSG00000206854
RNY3P6				"ncRNAs / RNA pseudogenes"	ENSG00000212197
RNY3P7				"ncRNAs / RNA pseudogenes"	ENSG00000206800
RNY3P8				"ncRNAs / RNA pseudogenes"	ENSG00000223298
RNY3P9				"ncRNAs / RNA pseudogenes"	ENSG00000207458
RNY3P10				"ncRNAs / RNA pseudogenes"	ENSG00000207495
RNY4		HY4	NR_004393	"ncRNAs / Small misc ncRNAs"	ENSG00000252316
RNY4P1		hY4.B8	NG_005036	"ncRNAs / RNA pseudogenes"	ENSG00000252159
RNY4P2		hY4.B7	NG_005037	"ncRNAs / RNA pseudogenes"	ENSG00000200510
RNY4P3		hY4.F2	NG_005038	"ncRNAs / RNA pseudogenes"	ENSG00000202124
RNY4P4				"ncRNAs / RNA pseudogenes"	ENSG00000200843
RNY4P5				"ncRNAs / RNA pseudogenes"	ENSG00000199678
RNY4P6				"ncRNAs / RNA pseudogenes"	ENSG00000200537
RNY4P7				"ncRNAs / RNA pseudogenes"	ENSG00000201470
RNY4P8			NR_033356	"ncRNAs / RNA pseudogenes"	ENSG00000200735
RNY4P9				"ncRNAs / RNA pseudogenes"	ENSG00000200064
RNY4P10				"ncRNAs / RNA pseudogenes"	ENSG00000202441
RNY4P11				"ncRNAs / RNA pseudogenes"	ENSG00000252403
RNY4P12				"ncRNAs / RNA pseudogenes"	ENSG00000200242
RNY4P13				"ncRNAs / RNA pseudogenes"	ENSG00000207011
RNY4P14				"ncRNAs / RNA pseudogenes"	ENSG00000200526
RNY4P15				"ncRNAs / RNA pseudogenes"	ENSG00000202012
RNY4P16				"ncRNAs / RNA pseudogenes"	ENSG00000201638
RNY4P17				"ncRNAs / RNA pseudogenes"	ENSG00000201818
RNY4P18				"ncRNAs / RNA pseudogenes"	ENSG00000212409
RNY4P19				"ncRNAs / RNA pseudogenes"	ENSG00000199400
RNY4P20				"ncRNAs / RNA pseudogenes"	ENSG00000252487
RNY4P21				"ncRNAs / RNA pseudogenes"	ENSG00000243712
RNY4P22				"ncRNAs / RNA pseudogenes"	ENSG00000252442
RNY4P23				"ncRNAs / RNA pseudogenes"	ENSG00000201377
RNY4P24				"ncRNAs / RNA pseudogenes"	ENSG00000199605
RNY4P25				"ncRNAs / RNA pseudogenes"	ENSG00000238711
RNY4P26				"ncRNAs / RNA pseudogenes"	ENSG00000252895
RNY4P27				"ncRNAs / RNA pseudogenes"	ENSG00000200211
RNY4P28				"ncRNAs / RNA pseudogenes"	ENSG00000202151
RNY4P29				"ncRNAs / RNA pseudogenes"	ENSG00000222733
RNY4P30				"ncRNAs / RNA pseudogenes"	ENSG00000222148
RNY4P31				"ncRNAs / RNA pseudogenes"	ENSG00000253018
RNY5			NR_001571	"ncRNAs / Small misc ncRNAs"	ENSG00000252310
RNY5P1				"ncRNAs / RNA pseudogenes"	ENSG00000202129
RNY5P2				"ncRNAs / RNA pseudogenes"	ENSG00000239962
RNY5P3				"ncRNAs / RNA pseudogenes"	ENSG00000222411
RNY5P4				"ncRNAs / RNA pseudogenes"	ENSG00000222861
RNY5P5				"ncRNAs / RNA pseudogenes"	ENSG00000222373
RNY5P6				"ncRNAs / RNA pseudogenes"	ENSG00000240415
RNY5P7				"ncRNAs / RNA pseudogenes"	ENSG00000243177
RNY5P8				"ncRNAs / RNA pseudogenes"	ENSG00000222301
RNY5P9				"ncRNAs / RNA pseudogenes"	ENSG00000240645
RNY5P10				"ncRNAs / RNA pseudogenes"	
ROBO1		DUTT1, FLJ21882, SAX3	NM_002941		ENSG00000169855
ROBO2		KIAA1568	XM_031246		ENSG00000185008
ROBO3	HGPPS	RBIG1, FLJ21044, HGPS	XM_370663		ENSG00000154134
ROBO4		FLJ20798, MRB, ECSM4	NM_019055		ENSG00000154133
ROCK1		p160ROCK	NM_005406		ENSG00000067900
ROCK1P1					
ROCK2					ENSG00000134318
ROGDI		FLJ22386	NM_024589		ENSG00000067836
ROM1		TSPAN23, ROM	NM_000327		ENSG00000149489
ROMO1	C20orf52	bA353C18.2, MTGMP	NM_080748		ENSG00000125995
RONU~withdrawn					
ROPN1		ODF6, ropporin, ROPN1A, CT91	NM_017578		ENSG00000065371
ROPN1B			NM_001012337		ENSG00000114547
ROPN1L		ASP, FLJ25776, RSPH11	NM_031916		ENSG00000145491
ROPN1L-AS1				"ncRNAs / Long non-coding RNAs"	ENSG00000250600
ROR1	NTRKR1		NM_005012		ENSG00000185483
ROR2	NTRKR2, BDB, BDB1				ENSG00000169071
RORA		RZRA, ROR1, ROR2, ROR3, NR1F1			ENSG00000069667
RORB		RZRB, NR1F2, ROR-BETA			ENSG00000198963
RORC		RZRG, RORG, NR1F3, TOR			ENSG00000143365
ROS1		MCF3, ROS, c-ros-1			ENSG00000047936
RP1		DCDC4A	NM_006269		ENSG00000104237
RP1L1		DCDC4B			ENSG00000183638
RP2		TBCCD2, NME10	NM_006915		ENSG00000102218
RP3~withdrawn					
RP4~withdrawn					
RP5~withdrawn					
RP6					
RP7~withdrawn					
RP9		PAP-1	NM_203288		ENSG00000164610
RP9P			NR_003500		ENSG00000205763
RP10~withdrawn					
RP11~withdrawn					
RP12~withdrawn					
RP13~withdrawn					
RP14~withdrawn					
RP15~withdrawn					
RP16~withdrawn					
RP17~withdrawn					
RP18~withdrawn					
RP19~withdrawn					
RP20~withdrawn					
RP21~withdrawn					
RP22					
RP23					
RP24					
RP25~withdrawn					
RP26~withdrawn					
RP28~withdrawn					
RP29					
RP31~withdrawn					
RP32					
RP33~withdrawn					
RP34					
RP35					
RP52					
RPA1		REPA1, RPA70, HSSB, RF-A, RP-A	NM_002945		ENSG00000132383
RPA2			NM_002946		ENSG00000117748
RPA2P					ENSG00000258392
RPA3		REPA3	NM_002947		ENSG00000106399
RPA4		HSU24186	NM_013347		ENSG00000204086
RPAIN		MGC4189, RIP, hRIP	NM_001033002		ENSG00000129197
RPAP1		DKFZP727M111, KIAA1403, MGC858, FLJ12732	NM_015540		ENSG00000103932
RPAP2	C1orf82	FLJ13150	NM_024813		ENSG00000122484
RPAP3		FLJ21908, spag	NM_024604		ENSG00000005175
RPD3L1~withdrawn					
RPE			NM_006916		ENSG00000197713
RPE65	RP20	LCA2, rd12	NM_000329		ENSG00000116745
RPF1	BXDC5		NM_025065		ENSG00000117133
RPF2	BXDC1	FLJ21087, bA397G5.4	NM_032194		ENSG00000197498
RPF2P	C20orf53, BXDC1P	bA353C18.4			
RPGR	CRD, RP3, RP15, COD1	CORDX1	NM_000328		ENSG00000156313
RPGRIP1	RPGRIP	RGI1, LCA6	NM_020366		ENSG00000092200
RPGRIP1L		KIAA1005, CORS3, JBTS7, MKS5, NPHP8, FTM	NM_015272		ENSG00000103494
RPH3A		KIAA0985, rabphilin, exophilin-1	NM_014954		ENSG00000089169
RPH3AL		Noc2	NM_006987		ENSG00000181031
RPIA					ENSG00000153574
RPIAP1					
RPL3		L3	NM_000967	"L ribosomal proteins"	ENSG00000100316
RPL3L			NM_005061	"L ribosomal proteins"	ENSG00000140986
RPL3P1	RPL3P		NG_000877	"L ribosomal proteins"	ENSG00000228149
RPL3P2		RPL3-Hom	NG_002397	"L ribosomal proteins"	
RPL3P3			NG_009544	"L ribosomal proteins"	ENSG00000243388
RPL3P4				"L ribosomal proteins"	ENSG00000232573
RPL3P5			NG_010767		ENSG00000231546
RPL3P6			NG_010781		ENSG00000213891
RPL3P7			NG_010941		
RPL3P8			NG_009422		
RPL3P9			NG_011010		ENSG00000240540
RPL3P10			NG_011223		
RPL3P11			NG_010281		
RPL3P12			NG_010160		ENSG00000232496
RPL4		L4	NM_000968	"L ribosomal proteins"	ENSG00000174444
RPL4P1			NG_001332	"L ribosomal proteins"	
RPL4P2			NG_010174		
RPL4P3			NG_011155		
RPL4P4			NG_010560		
RPL4P5			NG_010714		
RPL4P6			NG_010955		
RPL5		L5	NM_000969	"L ribosomal proteins"	ENSG00000122406
RPL5P1			NG_009523	"L ribosomal proteins"	
RPL5P2		dJ461P17.5	NG_000992	"L ribosomal proteins"	ENSG00000237068
RPL5P3		HsT18216	NG_009504	"L ribosomal proteins"	ENSG00000242276
RPL5P4			NG_009571		
RPL5P5			NG_009600		
RPL5P6			NG_010665		
RPL5P7			NG_010588		ENSG00000234415
RPL5P8			NG_011133		
RPL5P9			NG_011239		
RPL5P10			NG_009583		
RPL5P11			NG_010069		
RPL5P12			NG_011243		
RPL5P13			NG_011247		ENSG00000242134
RPL5P14			NG_011256		
RPL5P15			NG_011262		
RPL5P16			NG_011269		
RPL5P17			NG_011278		
RPL5P18			NG_010276		
RPL5P19			NG_010305		
RPL5P20			NG_010394		
RPL5P21			NG_011273		
RPL5P22			NG_011351		
RPL5P23			NG_011285		
RPL5P24			NG_011288		ENSG00000244052
RPL5P25			NG_010517		
RPL5P26			NG_010525		
RPL5P27			NG_011070		
RPL5P28			NG_011076		
RPL5P29			NG_010050		ENSG00000242208
RPL5P30			NG_011357		ENSG00000243431
RPL5P31					ENSG00000214878
RPL5P32			NG_010532		
RPL5P33			NG_010584		
RPL5P34			NG_010237		
RPL5P35			NG_010574		
RPL6	TXREB1	TAXREB107, L6		"L ribosomal proteins"	ENSG00000089009
RPL6P1			NG_010027		
RPL6P2			NG_011031		
RPL6P3			NG_010044		
RPL6P4			NG_010981		
RPL6P5			NG_011303		
RPL6P6			NG_011311		
RPL6P7			NG_009953		ENSG00000239212
RPL6P8			NG_011224		ENSG00000242285
RPL6P9			NG_011322		
RPL6P10			NG_010033		
RPL6P12			NG_010311		ENSG00000214671
RPL6P13			NG_010698		
RPL6P14			NG_011328		
RPL6P15			NG_011297		
RPL6P16			NG_011360		
RPL6P17			NG_010828		
RPL6P18			NG_011144		
RPL6P19			NG_010443		
RPL6P20			NG_006618		
RPL6P21			NG_011317		
RPL6P22			NG_010561		
RPL6P24			NG_010958		
RPL6P25			NG_010323		ENSG00000213270
RPL6P26			NG_010962		
RPL6P27			NG_009652		
RPL6P28			NG_010536		
RPL6P29			NG_010304		ENSG00000236243
RPL6P30			NG_010970		ENSG00000215313
RPL7		humL7-1, L7	NM_000971	"L ribosomal proteins"	ENSG00000147604
RPL7A		SURF3, TRUP, L7A	NM_000972	"L ribosomal proteins"	ENSG00000148303
RPL7AL1~withdrawn				"L ribosomal proteins"	
RPL7AP1~withdrawn					
RPL7AP2			NG_009399	"L ribosomal proteins"	
RPL7AP3				"L ribosomal proteins"	
RPL7AP4			NG_009400	"L ribosomal proteins"	
RPL7AP5			NG_002561	"L ribosomal proteins"	
RPL7AP6			NG_002562	"L ribosomal proteins"	ENSG00000242071
RPL7AP7		RPL7B, dJ377H14.2	NG_002738	"L ribosomal proteins"	
RPL7AP8		bA141D8.1	NG_005665	"L ribosomal proteins"	ENSG00000230507
RPL7AP9	RPL7AP59		NG_010228		
RPL7AP10	RPL7AP68		NG_001317	"L ribosomal proteins"	
RPL7AP11			NG_009397	"L ribosomal proteins"	ENSG00000242445
RPL7AP12	RPL7AL2	dJ189G13.1	NG_000969.3	"L ribosomal proteins"	
RPL7AP13	RPL7AL3	dJ348M17.1	NG_000974	"L ribosomal proteins"	
RPL7AP14	RPL7AL4	dJ823N20.2	NG_000999	"L ribosomal proteins"	ENSG00000213979
RPL7AP15			NG_010250		
RPL7AP16			NG_010253		
RPL7AP17			NG_010257		
RPL7AP18			NG_009561		
RPL7AP19			NG_010967		
RPL7AP20			NG_010971		
RPL7AP21			NG_010978		
RPL7AP22			NG_010986		
RPL7AP23			NG_010992		
RPL7AP24			NG_010997		
RPL7AP25			NG_011001		
RPL7AP26			NG_010339		ENSG00000214988
RPL7AP27			NG_010457		
RPL7AP28			NG_010540		
RPL7AP29			NG_011005		
RPL7AP30			NG_011047		ENSG00000251464
RPL7AP31			NG_011300		ENSG00000242083
RPL7AP32			NG_010602		
RPL7AP33			NG_011377		ENSG00000254200
RPL7AP34			NG_010352		
RPL7AP35			NG_010549		
RPL7AP36			NG_010595		
RPL7AP37			NG_010716		
RPL7AP38			NG_009419		ENSG00000213787
RPL7AP39			NG_010410		
RPL7AP40			NG_009431		
RPL7AP41			NG_010563		
RPL7AP42			NG_010571		
RPL7AP43			NG_010732		
RPL7AP44			NG_011356		
RPL7AP45			NG_010378		
RPL7AP46			NG_010499		
RPL7AP47			NG_010554		
RPL7AP48			NG_010558		
RPL7AP49			NG_011370		
RPL7AP50			NG_003062		
RPL7AP51			NG_010899		
RPL7AP52			NG_010903		
RPL7AP53			NG_011194		
RPL7AP54			NG_010447		
RPL7AP55			NG_010910		
RPL7AP56			NG_010915		
RPL7AP57			NG_010920		ENSG00000242248
RPL7AP58			NG_011385		ENSG00000240554
RPL7AP59~withdrawn					
RPL7AP60			NG_010924		ENSG00000213152
RPL7AP61			NG_010928		ENSG00000233291
RPL7AP62			NG_010977		
RPL7AP63			NG_011041		
RPL7AP64			NG_011376		
RPL7AP65			NG_010952		
RPL7AP66			NG_010633		
RPL7AP67			NG_010944		
RPL7AP68~withdrawn					
RPL7AP69			NG_010957		
RPL7AP70			NG_010403		
RPL7AP71			NG_010209		ENSG00000234566
RPL7AP72			NG_009639		ENSG00000235735
RPL7AP73					ENSG00000237952
RPL7L1		dJ475N16.4	XM_209769	"L ribosomal proteins"	ENSG00000146223
RPL7L1P1			NG_009895		ENSG00000234227
RPL7L1P2					ENSG00000231490
RPL7L1P3					ENSG00000235090
RPL7L1P4					ENSG00000249582
RPL7L1P5			NG_022451		
RPL7L1P6			NG_024947		
RPL7L1P7			NG_022221		ENSG00000251137
RPL7L1P8			NG_009922		ENSG00000228766
RPL7L1P9			NG_009911		ENSG00000231035
RPL7L1P10					ENSG00000237322
RPL7L1P11			NG_009927		ENSG00000176970
RPL7L1P12					ENSG00000231981
RPL7P	RPL17P		NG_001193	"L ribosomal proteins"	
RPL7P2		bA550O8.1		"L ribosomal proteins"	ENSG00000227663
RPL7P3		dJ353C17.2		"L ribosomal proteins"	
RPL7P4		Em:AB023049.2	NG_009564	"L ribosomal proteins"	
RPL7P5			NG_009530	"L ribosomal proteins"	ENSG00000241562
RPL7P6			NG_005389		
RPL7P7			NG_005688		
RPL7P8			NG_010218		
RPL7P9			NG_007184		
RPL7P10			NG_010722		
RPL7P11			NG_011186		
RPL7P12			NG_010041		
RPL7P13			NG_010878		
RPL7P14			NG_011075		ENSG00000232994
RPL7P15			NG_009964		
RPL7P16			NG_010415		
RPL7P17			NG_009971		
RPL7P18			NG_009976		
RPL7P19			NG_009983		
RPL7P20			NG_010025		
RPL7P21			NG_010188		
RPL7P22			NG_009670		ENSG00000226544
RPL7P23			NG_010343		
RPL7P24			NG_010787		
RPL7P25			NG_009529		
RPL7P26			NG_009536		
RPL7P27			NG_010353		
RPL7P28			NG_011375		
RPL7P29			NG_010680		
RPL7P30			NG_010316		
RPL7P31			NG_010320		
RPL7P32			NG_010411		
RPL7P33			NG_010731		
RPL7P34			NG_010538		
