Approved Symbol	RefSeq IDs
TMA16P2	NG_006427
TMBIM1	NM_022152
TMBIM4	NM_016056
TMBIM6	NM_003217
TMC3	NM_181841
TMC5	NM_024780
TMC7	NM_024847
TMCC1	NM_015008
TMCC1P1	NG_016605
TMCC2	NM_014858
TMCC3	NM_020698
TMCO1	NM_019026
TMCO2	NM_001008740
TMCO3	NM_017905
TMCO4	NM_181719
TMCO5A	NM_152453
TMCO6	NM_018502
TMCO7	XM_928235.2
TMED1	NM_006858
TMED2	NM_006815
TMED3	NM_007364
TMED4	NM_182547
TMED5	NM_016040
TMED6	NM_144676
TMED7	NM_181836
TMED7-TICAM2	NM_001164468
TMED8	NM_213601
TMED9	NM_017510
TMED10	NM_006827
TMED10P1	XR_002807
TMEFF1	NM_003692
TMEFF2	NM_016192
TMEM2	NM_013390
TMEM5	NM_014254
TMEM8A	NM_021259
TMEM8B	NM_016446
TMEM8C	NM_001080483
TMEM9	NM_016456
TMEM11	NM_003876
TMEM14A	NM_014051
TMEM14B	NM_030969
TMEM14C	NM_016462
TMEM14E	NM_001123228
TMEM17	NM_198276
TMEM18	NM_152834
TMEM19	NM_018279
TMEM25	NM_032780
TMEM26	NM_178505
TMEM27	NM_020665
TMEM30A	NM_018247
TMEM30B	XM_090844
TMEM31	NM_182541
TMEM33	NM_018126
TMEM35	NM_021637
TMEM37	NM_183240
TMEM38A	NM_024074
TMEM38B	NM_018112
TMEM39A	NM_018266
TMEM39B	NM_018056
TMEM40	NM_018306
TMEM41A	NM_080652
TMEM42	NM_144638
TMEM43	NM_024334
TMEM44	NM_138399
TMEM45A	NM_018004
TMEM45B	NM_138788
TMEM47	NM_031442
TMEM48	NM_018087
TMEM51	NM_018022
TMEM52	NM_178545
TMEM53	NM_024587
TMEM54	NM_033504
TMEM55A	NM_018710
TMEM55B	NM_144568
TMEM56	NM_152487
TMEM57	NM_018202
TMEM59	NM_004872
TMEM60	NM_032936
TMEM61	NM_182532
TMEM62	NM_024956
TMEM63A	NM_014698
TMEM63B	XM_166410
TMEM63C	XM_041116
TMEM64	NM_001008495
TMEM65	NM_194291
TMEM66	NM_016127
TMEM67	NM_153704
TMEM68	NM_152417
TMEM69	NM_016486
TMEM70	NM_017866
TMEM71	NM_144649
TMEM72	NM_001123376
TMEM72-AS1	NR_033842
TMEM74	NM_153015
TMEM74B	NM_018354
TMEM79	NM_032323
TMEM80	NM_174940
TMEM81	NM_203376
TMEM82	NM_001013641
TMEM85	NM_016454
TMEM86A	NM_153347
TMEM86B	NM_173804
TMEM87A	NM_015497
TMEM87B	NM_032824
TMEM88	NM_203411
TMEM88B	NM_001146685
TMEM89	NM_001008269
TMEM92	NM_153229
TMEM93	NM_031298
TMEM95	NM_198154
TMEM97	NM_014573
TMEM98	NM_015544
TMEM99	NM_145274
TMEM100	NM_018286
TMEM101	NM_032376
TMEM102	NM_178518
TMEM104	NM_017728
TMEM105	NM_178520
TMEM106A	NM_145041
TMEM106B	NM_018374
TMEM106C	NM_024056
TMEM107	NM_032354
TMEM108	NM_023943
TMEM109	NM_024092
TMEM110	NM_198563
TMEM110-MUSTN1	NM_001198974
TMEM111	NM_018447
TMEM115	NM_007024
TMEM116	NM_138341
TMEM117	NM_032256
TMEM119	NM_181724
TMEM120A	NM_031925
TMEM120B	NM_001080825
TMEM121	NM_025268
TMEM123	NM_052932
TMEM125	NM_144626
TMEM126A	NM_032273
TMEM126B	NM_018480
TMEM127	NM_017849
TMEM128	NM_032927
TMEM129	NM_138385
TMEM130	NM_152913
TMEM131	XM_371542
TMEM132A	NM_017870
TMEM132B	NM_052907
TMEM132C	XM_044062
TMEM132D	NM_133448
TMEM132E	NM_207313
TMEM133	NM_032021
TMEM134	NM_025124
TMEM135	NM_022918
TMEM136	NM_174926
TMEM138	NM_016464
TMEM139	NM_153345
TMEM140	NM_018295
TMEM141	NM_032928
TMEM143	NM_018273
TMEM144	NM_018342
TMEM145	NM_173633
TMEM147	NM_032635
TMEM150A	NM_153342
TMEM150B	NM_001085488
TMEM150C	NM_001080506
TMEM151A	NM_153266
TMEM151B	NM_001039704
TMEM154	NM_152680
TMEM155	NM_152399
TMEM156	NM_024943
TMEM158	NM_015444
TMEM159	NM_020422
TMEM160	NM_017854
TMEM161A	NM_017814
TMEM161B	NM_153354
TMEM163	NM_030923
TMEM164	NM_032227
TMEM165	NM_018475
TMEM167A	NM_174909
TMEM167AP1	NG_002949
TMEM167B	NM_020141
TMEM168	NM_022484
TMEM169	NM_138390
TMEM170A	NM_145254
TMEM170B	NM_001100829
TMEM171	NM_173490
TMEM173	NM_198282
TMEM174	NM_153217
TMEM175	NM_032326
TMEM176A	NM_018487
TMEM176B	NM_014020
TMEM177	NM_030577
TMEM178	NM_152390
TMEM179	NM_207379
TMEM179B	NM_199337
TMEM180	NM_024789
TMEM181	NM_020823
TMEM182	NM_144632
TMEM183A	NM_138391
TMEM183B	NM_001079809
TMEM184A	NM_152689
TMEM184B	NM_012264
TMEM184C	NM_018241
TMEM185A	NM_032508
TMEM185B	NM_024121.2
TMEM186	NM_015421
TMEM187	NM_003492
TMEM189	NM_199129
TMEM190	NM_139172
TMEM191B	XM_001128423
TMEM191C	XM_928466
TMEM192	NM_152681
TMEM194A	NM_015257
TMEM194B	XM_001723498
TMEM196	NM_152774
TMEM198	NM_001005209
TMEM198B	NR_036476
TMEM199	NM_152464
TMEM200A	NM_052913
TMEM200B	NM_001003682
TMEM200C	NM_001080209
TMEM201	NM_001010866
TMEM202	NM_001080462
TMEM203	NM_053045
TMEM204	NM_024600
TMEM205	NM_198536
TMEM206	NM_018252
TMEM207	NM_207316
TMEM208	NM_014187
TMEM209	NM_032842
TMEM210	XM_001715022
TMEM211	NM_001001663
TMEM213	NM_001085429
TMEM214	NM_017727
TMEM215	NM_212558
TMEM216	NM_016499
TMEM217	NM_145316
TMEM218	NM_001080546
TMEM219	NM_001083613
TMEM220	NM_001004313
TMEM222	NM_032125
TMEM225	NM_001013743
TMEM229A	NM_001136002
TMEM229B	NM_182526
TMEM231	NM_001077416
TMEM232	NM_001039763
TMEM233	NM_001136534
TMEM234	NM_019118
TMEM235	NM_001204211
TMEM237	NM_152388
TMEM238	NM_001190764
TMEM240	NM_001114748
TMEM241	NM_032933
TMEM244	NM_001010876
TMEM245	NM_032012
TMF1	NM_007114
TMIE	NM_147196
TMIGD1	NM_206832
TMIGD2	NM_144615
TMLHE	NM_018196
TMOD1	NM_003275
TMPO	NM_003276
TMPPE	NM_001039770
TMPRSS4	NM_019894
TMPRSS5	NM_030770
TMPRSS6	NM_153609
TMPRSS7	XM_293599
TMPRSS9	NM_182973
TMPRSS11A	NM_182606
TMPRSS11B	NM_182502
TMPRSS11BNL	NM_001129907
TMPRSS11D	NM_004262
TMPRSS11E	NM_014058
TMPRSS11F	NM_207407
TMPRSS12	NM_182559
TMPRSS13	NM_032046
TMPRSS15	NM_002772
TMSB4X	NM_021109
TMSB4XP1	NG_004714
TMSB4XP2	NG_004719
TMSB4XP4	NG_004715
TMSB4XP5	NG_002996
TMSB4XP6	NG_006508
TMSB4XP7	NG_002997
TMSB4XP8	NG_028923
TMSB4Y	NM_004202
TMSB10	NM_021103
TMSB15A	NM_021992
TMSB15B	NM_194324
TMTC1	NM_031920
TMTC2	NM_152588
TMTC3	NM_181783
TMTC4	NM_032813
TMUB1	NM_031434
TMUB2	NM_177441
TMX1	NM_030755
TMX2	NM_015959
TMX2-CTNND1	NR_037646.1
TMX3	NM_019022
TMX4	NM_021156
TNC	NM_002160
TNFAIP1	NM_021137
TNFAIP2	NM_006291
TNFAIP6	NM_007115
TNFAIP8	NM_014350
TNFAIP8L1	NM_152362
TNFAIP8L2	NM_024575
TNFAIP8L3	NM_207381
TNFRSF1B	NM_001066
TNFRSF10A	NM_003844
TNFRSF10B	NM_147187
TNFRSF18	NM_004195
TNFRSF19	NM_018647
TNFRSF21	NM_014452
TNFRSF25	NM_148965
TNFSF9	NM_003811
TNFSF12	NM_003809
TNFSF13	NM_003808
TNFSF15	NM_005118
TNFSF18	NM_005092
TNIK	XM_039796
TNIP1	NM_006058
TNIP2	NM_024309
TNIP3	NM_024873
TNK1	NM_003985
TNK2	NM_005781
TNKS	NM_003747
TNKS1BP1	NM_033396
TNKS2	NM_025235
TNMD	NM_022144
TNN	XM_040527
TNNC2	NM_003279
TNNI1	NM_003281
TNNI2	NM_003282
TNNI3K	NM_015978
TNNT1	NM_003283
TNNT2	NM_000364
TNNT3	NM_006757
TNP1	NM_003284
TNP2	NM_005425
TNPO1	NM_002270
TNPO2	NM_013433
TNPO3	NM_012470
TNR	NM_003285
TNRC6A	NM_020847
TNRC6C	NM_018996
TNS1	NM_022648
TNS3	NM_022748
TNS4	NM_032865
TNXB	NM_019105
TOB2	NM_016272
TOB2P1	NR_002936
TOE1	NM_025077
TOLLIP	NM_019009
TOM1	NM_005488
TOM1L1	NM_005486
TOMM7	NM_019059
TOMM20	NM_014765
TOMM20L	NM_207377
TOMM34	NM_006809
TOMM40L	NM_032174
TONSL	NM_013432
TOP1MT	NM_052963
TOP3B	NM_003935
TOP3BP1	NG_000002
TOPBP1	NM_007027
TOPORS	NM_005802
TOR1A	NM_000113
TOR1AIP1	NM_015602
TOR1AIP2	NM_145034
TOR1B	NM_014506
TOR2A	NM_130459
TOR3A	NM_022371
TOX	NM_014729
TOX3	XM_049037
TOX4	NM_014828
TP53	NM_000546
TP53AIP1	NM_022112
TP53BP2	NM_001031685, NM_005426
TP53I3	NM_004881
TP53I11	NM_006034
TP53I13	NM_138349
TP53INP2	NM_021202
TP53RK	NM_033550
TP53TG3	NM_016212
TP53TG3B	NM_001099687
TP53TG3C	NM_001205259
TP53TG5	NM_014477
TP63	NM_003722
TP73	NM_005427
TP73-AS1	NR_033708
TPCN1	NM_017901
TPCN2	NM_139075
TPD52	NM_005079
TPD52L3	NM_033516
TPGS1	NM_033513
TPGS2	NM_015476
TPH1	NM_004179
TPH2	NM_173353
TPI1	NM_000365
TPI1P2	NR_002187.2
TPI1P3	NR_027338.1
TPK1	NM_022445
TPM1	NM_001018004
TPM2	NM_003289
TPM3	NM_152263
TPM3P1	NG_005722
TPM3P2	NG_001060
TPM3P5	NG_005726
TPM3P6	NG_005727
TPM3P7	NG_005721
TPM4	NM_003290
TPMTP1	NG_004077
TPO	NM_000547
TPPP	NM_007030
TPPP2	NM_173846
TPPP3	NM_015964
TPR	NM_003292
TPRA1	NM_016372
TPRG1	NM_198485
TPRG1L	NM_182752
TPRKB	NM_016058
TPRN	NM_173691
TPRX1	NM_198479
TPRX1P1	NG_004836
TPRX2P	NG_004835
TPRXL	NR_002223
TPSAB1	NM_003294
TPSB2	NM_024164
TPST1	NM_003596
TPST2	NM_003595
TPT1-AS1	NR_024458
TPTE2	NM_199255
TPTE2P6	NR_002815
TPTEP1	NR_001591
TRA2A	NM_013293
TRA2B	NM_004593
TRA@	NG_001332
TRABD	NM_025204
TRAC	NG_001332
TRAF1	NM_005658
TRAF2	NM_021138
TRAF3	NM_145725
TRAF3IP1	NM_015650
TRAF3IP2-AS1	NR_034108
TRAF4	NM_145751
TRAF5	NM_004619
TRAF6	NM_145803
TRAF7	NM_032271
TRAFD1	NM_006700
TRAIP	NM_005879
TRAJ1	NG_001332
TRAJ2	NG_001332
TRAJ3	NG_001332
TRAJ4	NG_001332
TRAJ5	NG_001332
TRAJ6	NG_001332
TRAJ7	NG_001332
TRAJ8	NG_001332
TRAJ9	NG_001332
TRAJ10	NG_001332
TRAJ11	NG_001332
TRAJ12	NG_001332
TRAJ13	NG_001332
TRAJ14	NG_001332
TRAJ15	NG_001332
TRAJ16	NG_001332
TRAJ17	NG_001332
TRAJ18	NG_001332
TRAJ19	NG_001332
TRAJ20	NG_001332
TRAJ21	NG_001332
TRAJ22	NG_001332
TRAJ23	NG_001332
TRAJ24	NG_001332
TRAJ25	NG_001332
TRAJ26	NG_001332
TRAJ27	NG_001332
TRAJ28	NG_001332
TRAJ29	NG_001332
TRAJ30	NG_001332
TRAJ31	NG_001332
TRAJ32	NG_001332
TRAJ33	NG_001332
TRAJ34	NG_001332
TRAJ35	NG_001332
TRAJ36	NG_001332
TRAJ37	NG_001332
TRAJ38	NG_001332
TRAJ39	NG_001332
TRAJ40	NG_001332
TRAJ41	NG_001332
TRAJ42	NG_001332
TRAJ43	NG_001332
TRAJ44	NG_001332
TRAJ45	NG_001332
TRAJ46	NG_001332
TRAJ47	NG_001332
TRAJ48	NG_001332
TRAJ49	NG_001332
TRAJ50	NG_001332
TRAJ51	NG_001332
TRAJ52	NG_001332
TRAJ53	NG_001332
TRAJ54	NG_001332
TRAJ55	NG_001332
TRAJ56	NG_001332
TRAJ57	NG_001332
TRAJ58	NG_001332
TRAJ59	NG_001332
TRAJ60	NG_001332
TRAJ61	NG_001332
TRAK1	NM_014965
TRAK2	NM_015049
TRAM1	NM_014294
TRAM1L1	NM_152402
TRAM2	NM_012288
TRANK1	NM_014831
TRAP1	NM_016292
TRAPPC1	NM_021210
TRAPPC2	NM_014563
TRAPPC2L	NM_016209
TRAPPC2P2	NG_005354
TRAPPC2P3	NG_004636.1
TRAPPC2P4	NG_004755.2
TRAPPC2P5	NG_004755.2
TRAPPC2P7	NG_004636.1
TRAPPC2P9	NG_004755
TRAPPC2P10	NG_004755
TRAPPC3	NM_014408
TRAPPC4	NM_016146
TRAPPC5	XM_058961
TRAPPC6A	NM_024108
TRAPPC6B	NM_177452
TRAPPC8	NM_014939
TRAPPC9	NM_031466
TRAPPC10	NM_003274
TRAPPC11	NM_021942
TRAPPC12	NM_016030
TRAT1	NM_016388
TRAV1-1	NG_001332
TRAV1-2	NG_001332
TRAV2	NG_001332
TRAV3	NG_001332
TRAV4	NG_001332
TRAV5	NG_001332
TRAV6	NG_001332
TRAV7	NG_001332
TRAV8-1	NG_001332
TRAV8-2	NG_001332
TRAV8-3	NG_001332
TRAV8-4	NG_001332
TRAV8-5	NG_001332
TRAV8-6	NG_001332
TRAV8-7	NG_001332
TRAV9-1	NG_001332
TRAV9-2	NG_001332
TRAV10	NG_001332
TRAV11	NG_001332
TRAV12-1	NG_001332
TRAV12-2	NG_001332
TRAV12-3	NG_001332
TRAV13-1	NG_001332
TRAV13-2	NG_001332
TRAV14DV4	NG_001332
TRAV15	NG_001332
TRAV16	NG_001332
TRAV17	NG_001332
TRAV18	NG_001332
TRAV19	NG_001332
TRAV20	NG_001332
TRAV21	NG_001332
TRAV22	NG_001332
TRAV23DV6	NG_001332
TRAV24	NG_001332
TRAV25	NG_001332
TRAV26-1	NG_001332
TRAV26-2	NG_001332
TRAV27	NG_001332
TRAV28	NG_001332
TRAV29DV5	NG_001332
TRAV30	NG_001332
TRAV31	NG_001332
TRAV32	NG_001332
TRAV33	NG_001332
TRAV34	NG_001332
TRAV35	NG_001332
TRAV36DV7	NG_001332
TRAV37	NG_001332
TRAV38-1	NG_001332
TRAV38-2DV8	NG_001332
TRAV39	NG_001332
TRAV40	NG_001332
TRAV41	NG_001332
TRB@	NG_001333
TRBC1	NG_001333
TRBC2	NG_001333
TRBD1	NG_001333
TRBD2	NG_001333
TRBJ1-1	NG_001333
TRBJ1-2	NG_001333
TRBJ1-3	NG_001333
TRBJ1-4	NG_001333
TRBJ1-5	NG_001333
TRBJ1-6	NG_001333
TRBJ2-1	NG_001333
TRBJ2-2	NG_001333
TRBJ2-2P	NG_001333
TRBJ2-3	NG_001333
TRBJ2-4	NG_001333
TRBJ2-5	NG_001333
TRBJ2-6	NG_001333
TRBJ2-7	NG_001333
TRBV1	NG_001333
TRBV2	NG_001333
TRBV3-1	NG_001333
TRBV3-2	NG_001333
TRBV4-1	NG_001333
TRBV4-2	NG_001333
TRBV4-3	NG_001333
TRBV5-1	NG_001333
TRBV5-2	NG_001333
TRBV5-3	NG_001333
TRBV5-4	NG_001333
TRBV5-5	NG_001333
TRBV5-6	NG_001333
TRBV5-7	NG_001333
TRBV5-8	NG_001333
TRBV6-1	NG_001333
TRBV6-2	NG_001333
TRBV6-3	NG_001333
TRBV6-4	NG_001333
TRBV6-5	NG_001333
TRBV6-6	NG_001333
TRBV6-7	NG_001333
TRBV6-8	NG_001333
TRBV6-9	NG_001333
TRBV7-1	NG_001333
TRBV7-2	NG_001333
TRBV7-3	NG_001333
TRBV7-4	NG_001333
TRBV7-5	NG_001333
TRBV7-6	NG_001333
TRBV7-7	NG_001333
TRBV7-8	NG_001333
TRBV7-9	NG_001333
TRBV8-1	NG_001333
TRBV8-2	NG_001333
TRBV9	NG_001333
TRBV10-1	NG_001333
TRBV10-2	NG_001333
TRBV10-3	NG_001333
TRBV11-1	NG_001333
TRBV11-2	NG_001333
TRBV11-3	NG_001333
TRBV12-1	NG_001333
TRBV12-2	NG_001333
TRBV12-3	NG_001333
TRBV12-4	NG_001333
TRBV12-5	NG_001333
TRBV13	NG_001333
TRBV14	NG_001333
TRBV15	NG_001333
TRBV16	NG_001333
TRBV17	NG_001333
TRBV18	NG_001333
TRBV19	NG_001333
TRBV20-1	NG_001333
TRBV20OR9-2	NG_001337
TRBV21-1	NG_001333
TRBV21OR9-2	NG_001337
TRBV22-1	NG_001333
TRBV22OR9-2	NG_001337
TRBV23-1	NG_001333
TRBV23OR9-2	NG_001337
TRBV24-1	NG_001333
TRBV24OR9-2	NG_001337
TRBV25-1	NG_001333
TRBV25OR9-2	NG_001337
TRBV26	NG_001333
TRBV26OR9-2	NG_001337
TRBV27	NG_001333
TRBV28	NG_001333
TRBV29-1	NG_001333
TRBV29OR9-2	NG_001337
TRBV30	NG_001333
TRBVA	NG_001333
TRBVB	NG_001333
TRD@	NG_001332
TRDC	NG_001332
TRDD1	NG_001332
TRDD2	NG_001332
TRDD3	NG_001332
TRDJ1	NG_001332
TRDJ2	NG_001332
TRDJ3	NG_001332
TRDJ4	NG_001332
TRDMT1	NM_004412
TRDV1	NG_001332
TRDV2	NG_001332
TRDV3	NG_001332
TREH	NM_007180
TREM1	NM_018643
TREM2	NM_018965
TREML1	NM_178174
TREML2	NM_024807
TREX1	NM_016381
TRG@	NG_001336
TRGC1	NG_001336
TRGC2	NG_001336
TRGJ1	NG_001336
TRGJ2	NG_001336
TRGJP	NG_001336
TRGJP1	NG_001336
TRGJP2	NG_001336
TRGV1	NG_001336
TRGV2	NG_001336
TRGV3	NG_001336
TRGV4	NG_001336
TRGV5	NG_001336
TRGV5P	NG_001336
TRGV6	NG_001336
TRGV7	NG_001336
TRGV8	NG_001336
TRGV9	NG_001336
TRGV10	NG_001336
TRGV11	NG_001336
TRGVA	NG_001336
TRGVB	NG_001336
TRH	NM_007117
TRHDE	NM_013381
TRIAP1	NM_016399
TRIB1	NM_025195
TRIB2	NM_021643
TRIB3	NM_021158
TRIL	NM_014817
TRIM3	NM_006458
TRIM4	NM_033017
TRIM5	NM_033034
TRIM6	NM_001003818
TRIM6-TRIM34	NM_001003819
TRIM7	NM_203296
TRIM8	NM_030912
TRIM9	NM_015163
TRIM11	NM_145214
TRIM13	NM_001007278
TRIM14	NM_014788
TRIM15	NM_033229
TRIM16	NM_006470
TRIM16L	NM_001037330
TRIM17	NM_016102
TRIM21	NM_003141
TRIM22	NM_006074
TRIM23	NM_001656
TRIM24	NM_015905
TRIM25	NM_005082
TRIM26	NM_003449
TRIM27	NM_030950
TRIM28	NM_005762
TRIM29	NM_012101
TRIM32	NM_012210
TRIM33	NM_015906
TRIM34	NM_001003827
TRIM35	NM_171982
TRIM36	NM_018700
TRIM37	NM_015294
TRIM39	NM_172016
TRIM39-RPP21	NM_001199119.1
TRIM41	NM_201627
TRIM42	NM_152616
TRIM43	NM_138800
TRIM43B	XM_926437
TRIM44	NM_017583
TRIM45	NM_025188
TRIM46	NM_025058
TRIM49	NM_020358
TRIM49L1	NM_001105522
TRIM49L2	NM_001195234
TRIM50	NM_178125
TRIM52	NM_032765
TRIM53P	NR_028346
TRIM54	NM_187841
TRIM55	NM_184085
TRIM56	NM_030961
TRIM58	NM_015431
TRIM59	NM_173084
TRIM60	NM_152620
TRIM61	XM_373038
TRIM62	NM_018207
TRIM63	NM_032588
TRIM64	XM_061890
TRIM64B	XM_925959
TRIM64C	XM_001716339
TRIM65	NM_173547
TRIM66	XM_084529
TRIM67	NM_001004342
TRIM68	NM_018073
TRIM71	NM_001039111
TRIM72	NM_001008274
TRIM74	NM_198853
TRIM75	NM_001105575
TRIM77P	NM_001146162
TRIM78P	NR_002777
TRIM80P	NM_001146208
TRIML1	NM_178556
TRIML2	NM_173553
TRIO	NM_007118
TRIP4	NM_016213
TRIP6	NM_003302
TRIP12	NM_004238
TRIP13	NM_004237
TRIT1	NM_017646
TRMT1	NM_017722
TRMT1L	NM_030934
TRMT2A	NM_022727
TRMT2B	NM_024917
TRMT5	XM_050793
TRMT11	NM_021820
TRMT12	NM_017956
TRMT61A	NM_152307
TRMT61B	NM_017910
TRMT112	NM_016404
TRMU	NM_018006
TRNAL47P	NG_001204
TRNAN35	NG_008575
TRNAU1AP	NM_017846
TRNAU2	NG_000872
TRNP1	NM_001013642
TRO	NM_016157
TROAP	NM_005480
TROVE2	NM_004600
TRPA1	NM_007332
TRPC1	NM_003304
TRPC2	NR_002720
TRPC3	NM_003305
TRPC4	NM_003306
TRPC4AP	NM_015638
TRPC5	NM_012471
TRPC6	NM_004621
TRPC6P	NG_005687
TRPC7	NM_020389
TRPM1	NM_002420
TRPM2	NM_003307
TRPM3	NM_206945
TRPM4	NM_017636
TRPM5	NM_014555
TRPM6	NM_017662
TRPM7	NM_017672
TRPM8	NM_024080
TRPS1	NM_014112
TRPT1	NM_031472
TRPV1	NM_018727
TRPV2	NM_016113
TRPV3	NM_145068
TRPV4	NM_021625
TRPV5	NM_019841
TRPV6	NM_014274
TRRAP	NM_003496
TRUB1	NM_139169
TRUB2	NM_015679
TSC2	NM_000548
TSC22D1	NM_006022
TSC22D1-AS1	NR_038381
TSC22D2	NM_014779
TSC22D3	NM_198057
TSC22D4	NM_030935
TSEN2	NM_025265
TSEN34	NM_024075
TSEN54	NM_207346
TSFM	NM_005726
TSG101	NM_006292
TSGA10	NM_182911
TSGA10IP	NM_152762
TSGA13	NM_052933
TSHB	NM_000549
TSHR	NM_000369
TSHZ1	NM_005786
TSHZ2	NM_173485
TSHZ3	NM_020856
TSIX	NR_003255
TSKS	NM_021733
TSKU	NM_015516
TSLP	NM_033035
TSN	NM_004622
TSNARE1	NM_145003
TSNAX	NM_005999
TSNAXIP1	NM_018430
TSPAN1	NM_005727
TSPAN2	NM_005725
TSPAN3	NM_005724
TSPAN5	NM_005723
TSPAN8	NM_004616
TSPAN9	NM_006675
TSPAN10	NM_031945
TSPAN11	XM_497334
TSPAN12	NM_012338
TSPAN13	NM_014399
TSPAN14	NM_030927
TSPAN15	NM_012339
TSPAN16	NM_012466
TSPAN18	NM_130783
TSPAN19	NM_001100917
TSPAN32	NM_139024
TSPAN33	NM_178562
TSPEAR	NM_144991
TSPO	NM_007311
TSPO2	NM_001010873.2
TSPY1	NM_003308
TSPY2	NM_022573
TSPY3	NM_001077697
TSPY4	NM_001164471
TSPY5P	NG_003093
TSPY6P	XR_016233
TSPY7P	XR_038447
TSPY8	XM_001127004
TSPY9	XM_001720772
TSPY10	XM_002344198
TSPY11P	NG_003077
TSPY12P	NG_003078
TSPY13P	NG_003079
TSPY14P	NG_003080
TSPY16P	XM_001714044
TSPY26P	NM_178465
TSPYL2	NM_022117
TSPYL5	NM_033512
TSPYL6	XM_371494
TSR1	NM_018128
TSR2	NM_058163
TSSC1	NM_003310
TSSC4	NM_005706
TSSK1A	NG_004670
TSSK1B	NM_032028
TSSK4	NM_174944
TSSK6	NM_032037
TSTA3	NM_003313
TSTD1	NM_001113207
TSTD2	NM_139246
TTBK2	NM_173500
TTC1	NM_003314
TTC3P1	XR_017027
TTC4	NM_004623
TTC5	NM_138376
TTC7A	XM_372927
TTC8	NM_144596
TTC9	XM_027236
TTC9B	NM_152479
TTC9C	NM_173810
TTC12	NM_017868
TTC13	NM_024525
TTC14	NM_133462
TTC16	NM_144965
TTC17	NM_018259
TTC18	NM_145170
TTC19	NM_017775
TTC21A	NM_145755
TTC21B	NM_024753
TTC22	NM_017904
TTC23	NM_022905
TTC23L	NM_144725
TTC24	XM_089384
TTC25	NM_031421
TTC26	NM_024926
TTC27	NM_017735
TTC28	XM_929318
TTC28-AS1	NR_026962
TTC29	NM_031956
TTC30A	NM_152275
TTC30B	NM_152517
TTC31	NM_022492
TTC32	NM_001008237
TTC33	NM_012382
TTC34	XM_002342015
TTC35	NM_014673
TTC36	NM_001080441
TTC37	NM_014639
TTC38	NM_017931
TTC39B	NM_152574
TTC39C	NM_153211
TTC40	NM_001200049
TTF1	NM_007344
TTI1	NM_014657
TTI2	NM_025115
TTL	NM_153712
TTLL1	NM_012263
TTLL2	NM_031949
TTLL3	NM_001025930.2
TTLL4	NM_014640
TTLL5	NM_015072
TTLL6	NM_173623
TTLL7	NM_024686
TTLL8	NM_001080447
TTLL9	NM_001008409
TTLL10	NM_153254
TTLL11	XM_088486
TTLL12	NM_015140
TTLL13	NM_001029964
TTN	NM_133378
TTPA	NM_000370
TTPAL	NM_024331
TTR	NM_000371
TTTY1	NR_001538
TTTY1B	NR_003589
TTTY2	NR_001536
TTTY2B	NR_003590
TTTY3	NR_001524
TTTY3B	NR_002176
TTTY4	NR_001525
TTTY4B	NR_002178
TTTY4C	NR_002177
TTTY5	NR_001541
TTTY6	NR_001527
TTTY6B	NR_002175
TTTY7	NR_001534
TTTY7B	NR_003592
TTTY8	NR_001533
TTTY8B	NR_003591
TTTY9A	NR_001530
TTTY9B	NR_002159
TTTY10	NR_001542
TTTY11	NR_001548
TTTY12	NR_001551
TTTY13	NR_001537
TTTY14	NR_001543
TTTY15	NR_001545
TTTY16	NR_001552
TTTY17A	NR_001526
TTTY17B	NR_002180
TTTY17C	NR_002179
TTTY18	NR_001550
TTTY19	NR_001549
TTTY20	NR_001546
TTTY21	NR_001535
TTTY21B	NR_003588
TTTY22	NR_001539
TTTY23	NR_001540
TTTY23B	NR_003593
TTYH3	XM_166523
TUB	NM_003320
TUBA1A	NM_006009
TUBA1B	NM_006082
TUBA1C	NM_032704
TUBA3C	NM_006001
TUBA3D	NM_080386
TUBA3E	NM_207312
TUBA4A	NM_006000
TUBA4B	NR_003063
TUBA8	NM_018943
TUBAL3	NM_024803
TUBB	NM_178014
TUBB1	NM_030773
TUBB1P1	NG_002948
TUBB1P2	NG_002947
TUBB2A	NM_001069
TUBB2B	NM_178012
TUBB3	NM_006086
TUBB4A	NM_006087
TUBB4B	NM_006088
TUBB6	NM_032525
TUBB7P	NG_029424
TUBB8	NM_177987
TUBBP1	NG_001206
TUBBP2	NG_011428
TUBBP3	NG_002529
TUBBP5	NR_027156
TUBD1	NM_016261
TUBE1	NM_016262
TUBG1	NM_001070
TUBG1P	NG_009488
TUBG2	NM_016437
TUBGCP3	NM_006322
TUBGCP4	NM_014444
TUBGCP5	NM_052903
TUBGCP6	NM_020461
TUFM	NM_003321
TUFT1	NM_020127
TUG1	NR_002323
TULP2	NM_003323
TULP3	NM_003324
TULP4	NM_020245
TUSC1	XM_210009
TUSC2	NM_007275
TUSC2P1	NG_002812
TUSC3	NM_006765
TUSC5	NM_172367
TUT1	NM_022830
TWF1	NM_002822
TWIST1	NM_000474
TXK	NM_003328
TXLNA	NM_175852
TXLNB	NM_153235
TXLNG	NM_018360
TXLNG2P	NR_045128
TXN2	NM_012473
TXNDC3	NM_016616
TXNDC5	NM_030810
TXNDC8	NM_001003936
TXNDC9	NM_005783
TXNDC11	NM_015914
TXNDC12	NM_015913
TXNDC15	NM_024715
TXNDC16	XM_051699
TXNDC17	NM_032731
TXNIP	NM_006472
TXNL1P1	NG_024942
